RegisterationNumber,Suburb,City,Lat,Long,Name,TotalExpenditure
  CC48476,  Sandringham,  Auckland,-36.891009,174.73664,  Auckland Evangelical Church Trust,"  58844,"
  CC48584,  Mangere East,  Auckland,-36.968395,174.828603,  The Vine House Trust Board,"  581383,"
  CC49712,  Westmere,  Auckland,-36.855741,174.723548,  Te Karanga Charitable Trust,"  2163,"
  CC48706,  Eastbourne,  Lower Hutt,-41.298453,174.894444,  San Antonio Parent Teacher Association ,"  25071497,"
  CC50508,   ,  Alexandra,-45.250084,169.387638,  Alexandra Primary School Charitable Trust,"  30590,"
  CC48570,  Thorndon,  Wellington,-41.274743,174.77595,  Literate Community Trust,"  30651781,"
  CC49056,  Otahuhu,  Auckland,-36.939606,174.846996,  Otahuhu & Districts Highland Pipe Band Incorporated,"  0,"
  CC48553,  Beckenham,  Christchurch,-43.560238,172.641286,  Beckenham School PTA,"  23322,"
  CC48634,   ,  Greytown,-41.078732,175.462196,  St Francis Lutheran Church Mauriceville West,"  1144,"
  CC48719,  Rangatira Park,  Taupo,-38.683385,176.090145,  Lake Taupo Hospice Development Trust Board ,"  15453,"
  CC49366,  Manurewa,  Auckland,-37.028328,174.894636,  Manurewa Neighbourhood Support Incorporated,"  19018,"
  CC49314,   ,  Wairoa,-38.868197,177.170692,  Ngati Pahauwera Manaaki Trust,"  3872,"
  CC48645,   ,  Winton,-46.136721,168.323475,  Winton Skate Park Trust,"  0,"
  CC48799,  Glenview,  Hamilton,-37.771428,175.266497,  Deaf Sports New Zealand Incorporated,"  0,"
  CC48940,  Mataura,  Mataura,-46.195565,168.861768,  Living Well Mataura Charitable Trust,"  6680,"
  CC49034,   ,  Stratford,-39.239549,174.629511,  Tutaki Youth Incorporated Trust,"  0,"
  CC48599,  Naenae,  Lower Hutt,-41.202922,174.951574,  Dry July NZ Trust,"  22949,"
  CC49066,  Tawa,  Wellington,-41.179992,174.81953,  The 33rd Australasian Youth Conference,"  111087,"
  CC48589,  Hutt Central,  Lower Hutt,-41.213341,174.92975,  The Joyce Shanley Trust ,"  288000,"
  CC49473,  Christchurch Central,  Christchurch,-43.530658,172.633547,  Pacific Island Evaluation Incorporated,"  20911,"
  CC48639,  Frankton,  Hamilton,-37.790312,175.266986,  St John Patea Waverley Waitotara Area Committee,"  7983,"
  CC48818,  Flagstaff,  Hamilton,-37.725721,175.255594,  Rototuna Vine Trust,"  50000,"
  CC48755,  Nawton,  Hamilton,-37.771428,175.266497,  Te Aukaha Charitable Trust,"  19966,"
  CC48764,  CBD,  Palmerston North,-40.362727,175.626441,  ISANA New Zealand Charitable Trust,"  16755,"
  CC48763,  Forrest Hill,  Auckland,-36.76839,174.749048,  The Good Works Charitable Trust,"  48950,"
  CC48836,  null,  Whakatane,-37.958777,176.978597,  Cycle Action Whakatane,"  6046,"
  CC50189,  null,  Akaroa,failed,failed,  The Banks Peninsula War Memorial Society Incorporated,"  81192,"
  CC48568,   ,  Ruatoria,-37.894199,178.317396,  Ruatoria Volunteer Fire Brigade,"  13431,"
  CC48646,   ,  Auckland,-36.905451,174.672404,  The Christie Marceau Charitable Trust,"  971,"
  CC48580,  Trentham,  Upper Hutt,-41.135718,175.04597,  Trentham Community House Charitable Trust,"  17857,"
  CC48817,  Nelson South,  Nelson,-41.28503,173.27491,  Big Picture Education (New Zealand) Trust,"  0,"
  CC48593,  Khandallah,  Wellington,-41.245289,174.790306,  Singers For Schools Charitable Trust,"  23040,"
  CC49052,  null,  Kamo,failed,failed,  Northland Equestrian's Education Centre,"  7251,"
  CC49819,  Wellington Central,  Wellington,-41.286417,174.781953,  Tangata Piringa Incorporated,"  806483,"
  CC49569,   ,  Te Awamutu,-38.016637,175.321518,  Tainui Development Authority Limited,"  23918,"
  CC48702,   ,  Akaroa,-43.807392,172.96949,  Akaroa Men's Shed Trust,"  0,"
  CC48588,   ,  Rolleston,-43.594706,172.375573,  Selwyn Parenting Network Incorporated,"  0,"
  CC48847,  null,  Patea,failed,failed,  The Patea Youth Trust,"  0,"
  CC49015,  Howick,  Auckland,-36.898355,174.926063,  Iglesia Jesucristo Es El Senor,"  21397,"
  CC48833,  null,  Clive,failed,failed,  Waipatu Kaumatua Flats Trust Board,"  59830,"
  CC50056,   ,  Palmerston North,-40.362727,175.626441,  Start Science Technology and Arts Trust of New Zealand,"  4829715,"
  CC48571,   ,  Lower Hutt,-41.213341,174.92975,  Hutt City Community Facilities Trust,"  8277,"
  CC48710,   ,  Taupo,-38.689766,176.087759,  Taupo Trinity Fellowship,"  13285,"
  CC48975,  Te Aro,  Wellington,-41.291691,174.778485,  Benefit Education Advisory Service Incorporated,"  -839,"
  CC48757,   ,  Oamaru,-45.081334,170.978777,  Waitaki Community Patrol ,"  95515,"
  CC48746,  Glen Innes ,  Auckland,-36.871887,174.859902,  Tamaki Community Patrols Charitable Trust,"  3727,"
  CC48835,  Rd 24,  St Andrews,-36.849012,174.864224,  St Andrews Parent Teachers Association,"  1863113,"
  CC48957,  null,  Takanini,failed,failed,  South Auckland Pentecostal Fellowship,"  15851,"
  CC48616,  Ohauiti,  Tauranga,-37.671696,176.139348,  Corpus Christi NZ,"  2403,"
  CC48644,  Wellington Central,  Wellington,-41.286417,174.781953,  James K. Baxter Trust Fund,"  85087,"
  CC49589,   ,  Wanganui,-39.926765,175.023077,  Biodiversity Protection NZ Inc,"  220224,"
  CC48640,  Te Atatu Peninsula,  Auckland,-36.842085,174.652596,  Choicekids Charitable Trust,"  0,"
  CC48848,  Sumner,  Christchurch,-43.574812,172.762191,  Sumner Cricket Club Incorporated,"  3284,"
  CC49704,  Waterview,  Auckland,-36.877983,174.698152,  There's A Better Way Auckland Incorporated,"  258603,"
  CC48837,  New Lynn,  Auckland,-36.908656,174.683636,  Synergy Community Trust,"  3912,"
  CC48596,  Blockhouse Bay,  Auckland,-36.920071,174.699908,  Autism Eden Trust,"  213282,"
  CC48610,  Titirangi,  Auckland,-36.935634,174.638947,  Auckland Pipe Band College Trust Incorporated,"  0,"
  CC49352,  Wairau Valley,  Auckland,-36.777676,174.733642,  Japan Kauri Education Trust,"  5485,"
  CC48617,  Glenfield,  Auckland,-36.787186,174.700236,  Mahanaim Decalogue and Prophecy Ministry,"  1107,"
  CC48609,  Te Aro,  Wellington,-41.291691,174.778485,  Student Christian Movement Aotearoa Inc,"  0,"
  CC49409,  null,  Queenstown,failed,failed,  The Ember Trust,"  57518,"
  CC48805,   ,  Greytown,-41.078732,175.462196,  Hub Charity Limited,"  351,"
  CC48791,  Tawa,  Wellington,-41.179992,174.81953,  Waihi Beach Volunteer Fire Brigade,"  690796,"
  CC49156,  null,  Whakatane,-37.958777,176.978597,  Ngai Tamapare Tribal Committee Incorporated,"  9187,"
  CC48907,   ,  Queenstown,-45.031818,168.667827,  The Grateful Citizens Society,"  16065,"
  CC48683,  null,  Mosgiel,failed,failed,  PetFund NZ Charitable Trust,"  12549,"
  CC49209,  Mount Eden,  Auckland,-36.878716,174.763564,  Rosa Dene Trust,"  0,"
  CC48574,  Fendalton,  Christchurch,-43.519424,172.603643,  Garden City Orchestra Incorporated,"  43596,"
  CC49284,  Gonville,  Wanganui,-39.948173,175.017624,  BrooklynsLove Foundation,"  5933,"
  CC48812,  Mahora,  Hastings,-39.63175,176.846393,  St Marys Home & School Association Incorporated,"  17362,"
  CC48697,   ,  Feilding,-40.228537,175.576724,  The Hato Paora Trust Board,"  510,"
  CC49012,  Tuahiwi,  Kaiapoi,-43.384879,172.650062,  Canterbury Community Gardens Association Incorporated,"  0,"
  CC49394,  Avondale,  Auckland,-36.905451,174.672404,  New Zealand Chinese Culture & Performing Arts Charitable Trust,"  0,"
  CC48845,   ,  Mount Maunganui,-37.639518,176.187349,  David John And Maria Sher Charitable Trust Foundation ,"  36408,"
  CC49769,   ,  Hamilton,-37.771428,175.266497,  ALLIANCE FRANCAISE DE HAMILTON INCORPORATED,"  21705,"
  CC48890,  Strowan,  Christchurch,-43.505803,172.61674,  Church by the Tracks Trust,"  14582,"
  CC48913,  Albany,  Auckalnd,-36.723353,174.701475,  THE FRONTIERS NEW ZEALAND TRUST  2012,"  19015,"
  CC48648,  Johnsonville,  Wellington,-41.222691,174.804139,  North Wellington SeniorNet Incorporated,"  79032,"
  CC48641,  null,  Rotorua,failed,failed,  Rotoma Revive Prayer and Healing Trust,"  1867,"
  CC49486,  Mount Roskill,  Auckland,-36.905534,174.742405,  Auckland Islamic Trust (AIT),"  170,"
  CC49975,  Victoria,  Rotorua,-38.145007,176.223432,  Playtopia Charitable Trust,"  0,"
  CC49344,   ,  Lake Hawea,-44.611644,169.265027,  NZ Mountain Film Festival Charitable Trust,"  10406,"
  CC49220,  Christchurch Central,  Christchurch,-43.530658,172.633547,  Arts Voice Christchurch Trust Incorporated,"  6976,"
  CC48893,   ,  Auckland,-36.905451,174.672404,  The Percy Vos Charitable Trust,"  17875,"
  CC49093,  Hamilton East,  Hamilton,-37.802638,175.301975,  Kirikiriroa Marae Reservation Charitable Trust,"  2,"
  CC48679,  Mount Wellington,  Auckland,-36.907936,174.854237,  Marist Alternative Education Limited,"  0,"
  CC48547,  Rosedale,  Auckland,-36.73725,174.717768,  Bible League International New Zealand ,"  120405,"
  CC48772,   ,  Wincester,failed,failed,  Waihi School Trust Board,"  0,"
  CC48808,   ,  Waimauku,-36.771183,174.493467,  Experimental Theatre Incorporated,"  9128,"
  CC48947,  Taita,  Lower Hutt,-41.178829,174.959281,  Hutt Valley Sport Stacking Club,"  8573,"
  CC48986,  South Hill,  Oamaru,-45.081334,170.978777,  The House Of Breakthrough Trust Oamaru ,"  27997,"
  CC49524,   Te Teko,  Whakatane,-37.958777,176.978597,  Uiraroa Marae,"  870790,"
  CC48698,  Papatoetoe,  Auckland,-36.987276,174.845568,  Whetu O Te Moana Trust,"  40,"
  CC49108,  Mangere,  Auckland,-36.974611,174.808045,  High Tech Youth Network Ltd,"  32345,"
  CC49472,  Cracroft,  Christchurch,-43.572915,172.611691,  Reality Health Incorporated,"  2956,"
  CC50828,   ,  Upper Hutt,-41.133517,175.041802,  Elite Sports and Events Organisation,"  24725,"
  CC48766,  Petone,  Lower Hutt,-41.224432,174.887612,  Wellington Homeless Women's Trust,"  14234,"
  CC49101,   ,  Nelson,-41.275126,173.26119,  Estate E E Flanagan,"  350,"
  CC49667,  Flat Bush,  Auckland,-36.962284,174.924335,  Immanuel Community Trust East Tamaki,"  18867,"
  CC48783,  Westown,  New Plymouth,-39.069908,174.066081,  The Amina Foundation Trust,"  44910,"
  CC48806,  Wakari,  Dunedin,-45.90278,170.484162,  Dunedin Full Gospel Church,"  12859,"
  CC49130,   ,  Paihia,failed,failed,  Focus Paihia Community Charitable Trust,"  12140,"
  CC49073,   ,  Ngaruawahia,-37.672265,175.14731,  Hope Rising Farm Trust,"  164475,"
  CC48668,  Great King Street,  Dunedin,-45.90278,170.484162,  New Zealand Vascular Research Foundation,"  882169,"
  CC49808,   ,  Balclutha,-46.248098,169.721826,  Clutha Country Music Club Incorporated,"  308045,"
  CC48780,  Onehunga,  Auckland,-36.921341,174.782703,  Te Papapa Early Childhood Education Trust,"  16295,"
  CC49018,   ,  Cable Bay,failed,failed,  Far North Radio and Sea Rescue Incorporated,"  1514116,"
  CC48751,  Auckland Central,  Auckland,-36.846877,174.76651,  Aileen Drewitt Charitable Trust,"  13487,"
  CC48682,  Sumner,  Christchurch,-43.574812,172.762191,  The Huxster Mountain Bike Trust,"  10808,"
  CC48723,  Avondale,  Auckland,-36.905451,174.672404,  NZ Korean Youth Community Trust ,"  4000,"
  CC48831,  Belmont,  Auckland,-36.809748,174.791344,  THE EDEN LIFE TRUST,"  6363700,"
  CC48699,  Huntington,  Hamilton,-37.746493,175.285163,  Continuing Education (Hamilton) Trust,"  3658,"
  CC48846,  Remuera,  Auckland,-36.873174,174.799015,  Remuera Arts And Culture Trust,"  10100,"
  CC50247,  Torere,  Opotiki,-37.873691,177.795313,  Torere Reserves Trust,"  14032,"
  CC49054,   ,  Carterton,-41.14178,175.650355,  Dalefield Home and School Fundraising Committee,"  117970,"
  CC48844,  Waimumu,  Gore,-46.154809,168.848318,  Waimumu Te Tipua Art & Craft Exhibition Incorporated,"  54915,"
  CC49254,   ,  Waimate,-44.645199,170.759323,  Waimate District Charitable Foundation,"  38626,"
  CC48709,  Wellington Central,  Wellington,-41.286417,174.781953,  Solicitors' Benevolent Fund,"  123467,"
  CC48849,  Judea,  Tauranga,-37.671696,176.139348,  Lifezone Church Property Trust,"  87911,"
  CC48828,  Sunnynook,  Auckland,-36.753364,174.739082,  Poong-Sung-Han Church ,"  6546,"
  CC49180,  Halswell,  Christchurch,-43.58035,172.571245,  Trinity Broadcasting Network NZ Charitable Trust,"  1910305,"
  CC49016,  Hairini,  Tauranga,-37.671696,176.139348,  PUMICE,"  46772,"
  CC48874,  Te Atatu South,  Auckland,-36.866425,174.646503,  Dogs Aren't Disposable,"  82698,"
  CC48767,  Russley,  Christchurch,-43.519796,172.544898,  The Life Paths Charitable Trust,"  859799,"
  CC48788,  Point Chevalier,  Auckland,-36.861858,174.705437,  United Training,"  167,"
  CC48716,  Auckland Central,  Auckland,-36.846877,174.76651,  Big Brothers Big Sisters of Auckland,"  230991,"
  CC50008,  Royal Oak,  Auckland,-36.909578,174.773884,  Auckland Malayali Samajam Incorporated,"  0,"
  CC50212,   ,  Lincoln,-43.63885,172.487866,  Support for Development (SFD),"  226828,"
  CC48776,  Parkvale,  Hastings,-39.648403,176.855692,  Hawke's Bay (CEC) Trust,"  0,"
  CC49009,  null,  MOTUEKA,failed,failed,  Motueka High School Parents Teachers Association,"  782155,"
  CC48729,  Rothesay Bay,  Auckland,-36.905451,174.672404,  Revive Youth Trust,"  11626,"
  CC49804,  Wellington Central,  Wellington,-41.286417,174.781953,  Service Skills Institute Incorporated,"  34804,"
  CC49198,  Tauranga South,  Tauranga,-37.710698,176.150299,  Good Neighbour Aotearoa Trust,"  4402,"
  CC48681,   ,  Kaikoura,-42.156681,173.67368,  Te Whare Putea Charitable Trust,"  12971,"
  CC48652,   ,  Tuakau,-37.264624,174.942741,  Eden Christian Academy (Franklin) Limited,"  25260,"
  CC49255,   ,  Hastings,-39.651809,176.848629,  People For Pets Trust,"  113571,"
  CC48918,  Plimmerton,  Porirua,-41.075025,174.861559,  Wellington Young Voices Incorporated,"  42922,"
  CC49287,  Glenholme,  Rotorua,-38.15137,176.251609,  Waiotapu Forest School Camp Trust,"  109700,"
  CC49722,   ,  Hamilton,-37.771428,175.266497,  Waikato Khmer Association Incorporated,"  44695,"
  CC48917,  Wattle Downs,  Auckland,-37.045348,174.893509,  Love Rescue Charitable Trust,"  768,"
  CC48768,  Hataitai,  Wellington,-41.304635,174.795792,  Stroma New Music Trust,"  181425,"
  CC49053,  Temple View,  Hamilton,43.276797,-80.027986,  Hamilton Woodturners Incorporated,"  0,"
  CC49355,  Kelston,  Auckland,-36.900846,174.665668,  Anugrah Assembly of God,"  1250,"
  CC48900,  Waverley,  Dunedin,-45.90278,170.484162,  New Hope New Zealand ,"  186,"
  CC48735,  Welcome Bay,  Tauranga,-37.728801,176.184998,  James Orphan Care International,"  2945724,"
  CC49014,  null,  Alexandra,failed,failed,  Energy For Industry Limited,"  0,"
  CC48880,   ,  Te Karaka,-38.470323,177.865473,  Rangatira Marae,"  1552,"
  CC48840,   ,  Ashburton,-43.890575,171.740947,  Field Trial Charitable Trust,"  10496,"
  CC48770,  Hillcrest,  Hamilton,-37.800497,175.317936,  Waikato Community School of Music Trust Board,"  36483,"
  CC48958,  Kelburn,  Wellington,-41.288633,174.763266,  New Zealand Institute of Advanced Legal Studies,"  79770,"
  CC48775,  Putaruru,  Putaruru,-38.054804,175.776919,  East Timor School Trust,"  2693,"
  CC48876,   ,  Te Awamutu,-38.016637,175.321518,  Te Awamutu Community Menz Shed Incorporated,"  235661,"
  CC48769,  Sydenham,  Christchurch,-43.545063,172.635082,  Iglesia De Cristo Trust,"  20053,"
  CC48915,  Onerahi,  Whangarei,-35.764584,174.362831,  Matakohe Limestone Island Endowment Trust,"  2447,"
  CC48825,  Avondale,  Auckland,-36.905451,174.672404,  Leautoa Foundation,"  654,"
  CC49059,  Stoke,  Nelson,-41.275126,173.26119,  Safeguarding Children Initiative,"  0,"
  CC49006,   ,  Taihape,-39.680322,175.791782,  Nga Iwi o Mokai Patea Services Trust,"  1049947,"
  CC49110,  Karori,  Wellington,-41.285107,174.745902,  Nota Bene Incorporated,"  346910,"
  CC48920,   ,  Haruru,-35.279373,174.058875,  HAIDEE MEALOR EDUCATIONAL TRUST,"  0,"
  CC49291,  null,  null,failed,failed,  FCIS-Family Crisis Intervention Service,"  46703,"
  CC49067,  Waterloo,  Lower Hutt,-41.215146,174.921424,  Mar Dionysius Indian Orthodox Church Wellington New Zealand,"  3311,"
  CC49152,  null,  Ahipara,failed,failed,  Te Ahikaa Roa Trust,"  419,"
  CC49843,   ,  Taupo,-38.689766,176.087759,  Taupo Bike Park Incorporated,"  22896,"
  CC48959,  Mount Wellington,  Auckland,-36.907936,174.854237,  Feed The Need Trust,"  300,"
  CC49889,  Raumati South,  Paraparaumu,-40.913139,174.980863,  More Than A Roof (NZ),"  0,"
  CC48761,   ,  Cable Bay,failed,failed,  Youth Activities Centre Kaitaia,"  30,"
  CC49047,  Northcote,  Auckland,-36.80014,174.745727,  Arcadia Health And Harmony,"  9026,"
  CC49474,  West Harbour,  Auckland,-36.819917,174.627409,  Leataata O Le Lumanai Samoa Trust,"  12109,"
  CC48790,  Papamoa Beach,  Papamoa,-37.707445,176.307714,  Shoreline Church Trust,"  9741,"
  CC49252,   ,  Hawkes Bay,failed,failed,  Whangawehi Catchment Management Group Incorporated,"  1618,"
  CC48970,  Hillcrest,  Auckland,-36.790111,174.735962,  Bernie's Buddies Charitable Trust,"  121,"
  CC49080,   ,  Feilding,-40.228537,175.576724,  Feilding Saturday Morning Netball,"  5853,"
  CC48792,  Murrays Bay,  Auckland,-36.734529,174.751906,  Jardin Musical Trust,"  11564,"
  CC48807,  New Windsor,  Auckland,-36.907226,174.714911,  New Zealand Olympiad In Informatics Incorporated,"  42044,"
  CC48965,  Avenues,  Whangarei,-35.704699,174.322321,  Nga Tirairaka o Ngati Hine,"  9487,"
  CC48824,  Hamilton East,  Hamilton,-37.802638,175.301975,  St Mary's Convent Chapel Charitable Trust,"  189082,"
  CC48843,  Richmond,  Nelson,-41.282542,173.285413,  Tasman-Nelson Youth Service Limited,"  18405,"
  CC48856,  null,  Matamata,failed,failed,  Hand To Hand Consulting Incorporated,"  28610,"
  CC49212,  Epsom,  Auckland,-36.887844,174.774884,  Auckland Japanese Christian Church Trust,"  7525,"
  CC49713,   ,  Motueka,-41.110274,173.017129,  Vision Motueka Development Trust,"  500,"
  CC48990,  null,  Palmerston North,failed,failed,  Emmanuel Congregational Church Trust,"  28700,"
  CC48789,  Dunedin Central,  Dunedin,-45.876379,170.50428,  Dunedin Community Learning Centre Charitable Trust,"  88375,"
  CC49124,  null,  Paekakariki,failed,failed,  Care Share and Wear Wellington Trust,"  5726,"
  CC48829,  New Brighton,  Christchurch,-43.511819,172.731838,  Barbara Geddes Trust,"  49108,"
  CC50357,  Flat Bush,  Auckland,-36.962284,174.924335,  Rongomai Sports and Community Trust,"  47010,"
  CC50031,  Hillcrest,  Hamilton,-37.800497,175.317936,  Cater Plus Foundation,"  0,"
  CC48885,  Henderson,  Auckland,-36.877819,174.632171,  United Church Of Tonga In New Zealand Trust Board,"  0,"
  CC48809,   ,  Whakatane,-37.958777,176.978597,  The Manawahe Kokako Trust,"  0,"
  CC48948,  Mount Albert,  Auckland,-36.882768,174.716951,  Beneficiaries Advice Mount Albert Trust Board,"  0,"
  CC49807,   ,  Invercargill,-46.406304,168.368637,  SOUTH INVERCARGILL URBAN REJUVENATION CHARITABLE TRUST ,"  12000,"
  CC49420,  200 Hardy Street,  Nelson,-41.275126,173.26119,  Abbeyfield Trust Properties Limited,"  4260,"
  CC48862,  Hobsonville,  Auckland,-36.799605,174.648326,  Hobsonville Community Trust,"  3822,"
  CC48942,  Te Aro,  Wellington,-41.291691,174.778485,  Te Wana Trust,"  52303,"
  CC48968,  Swannanoa,  Kaiapoi,-43.384879,172.650062,  ESNZ Eventing Canterbury Incorporated,"  0,"
  CC49172,   ,  Otaki,-40.759161,175.142265,  Otaki Players Society Incorporated,"  2725,"
  CC48998,  Auckland Central ,  Auckland,-36.846877,174.76651,  The Caritas Pro Vitae Gradu Charitable Trust,"  1438,"
  CC48870,   ,  Waipukurau,-39.999297,176.550172,  Tamatea Volunteer Rural Fire & Rescue Squad Incorporated,"  10168,"
  CC48875,  Opiki,  Palmerston North,-40.43533,175.468529,  Opiki Home And School Association,"  69897,"
  CC48903,  Hamilton East,  Hamilton,-37.802638,175.301975,  Living Waters Ministries,"  47884,"
  CC49007,  Wellington Central,  Wellington,-41.286417,174.781953,  Room to Read (New Zealand) Charitable Trust,"  640,"
  CC49097,  Auckland Central,  Auckland,-36.846877,174.76651,  The Kennedys Ltd,"  452844,"
  CC48886,   ,  Orewa,-36.58867,174.688468,  Te Rito Rodney Family Violence Prevention Project,"  12100,"
  CC49008,  Mornington,  Dunedin,-45.90278,170.484162,  The Enrich and Development Trust,"  700,"
  CC48713,  Auckland Central,  Auckland,-36.846877,174.76651,  Adele Goodfellow Charitable Trust,"  11965,"
  CC48863,  Mt Roskill,  Auckland,-36.905534,174.742405,  Mount Roskill Grammar School Charitable Trust,"  28316,"
  CC49128,  Ostend,  Waiheke Island,-36.810472,175.021376,  The Hip Op-eration Foundation,"  0,"
  CC50271,   ,  Mangatawhiri,failed,failed,  Maramarua Golf Club (Incorporated),"  0,"
  CC48859,  Hutt Central,  Lower Hutt,-41.213341,174.92975,  Huntley Charitable Trust,"  6675,"
  CC49111,  Hokowhitu,  Palmerston North,-40.365293,175.630714,  The Happy Ape Project Trust,"  7665,"
  CC48996,  Hurdon,  New Plymouth,-39.060888,174.060195,  Taranaki Land Search and Rescue Incorporated,"  1968,"
  CC49195,  Oueroa,  Waipukurau,failed,failed,  Omakere School and Community Association (OSCA),"  0,"
  CC49912,   ,  Waitara,-38.996033,174.228385,  Friends of Waitara River Ngaa Hoa Piri o te Muriwai o Waitara Incorporated,"  0,"
  CC49176,  Remuera,  Auckland,-36.873174,174.799015,  Auckland Citizens Advice Bureaux Incorporated,"  4761,"
  CC48896,   ,  Waimate,-44.645199,170.759323,  Waimate Agricultural Trust,"  12054,"
  CC48943,  Dunedin Central,  Dunedin,-45.876379,170.50428,  The Visual Impairment Charitable Trust Aotearoa (NZ) - VICTA (NZ),"  2421,"
  CC48989,  Witherlea,  Blenheim,-41.535525,173.959071,  Marlborough Kaikoura Rural Fire Authority,"  389,"
  CC48877,   ,  Hastings,-39.651809,176.848629,  Hawkes Bay Youth Futures Trust,"  7617,"
  CC48878,  Glenfield,  Auckland,-36.787186,174.700236,  Yoga Foundation of New Zealand,"  0,"
  CC50454,   ,  Waitara,-38.996033,174.228385,  Heritage Taranaki Incorporated,"  10,"
  CC49402,  Kelston,  Auckland,-36.900846,174.665668,  House Of Refuge Ministries Trust,"  28329,"
  CC48894,  Gonville,  Whanganui,-39.948173,175.017624,  Grace Baptist Church of Wanganui,"  41558,"
  CC48938,   ,  Palmerston North,-40.362727,175.626441,  Manawatu (CEC) Trust,"  0,"
  CC48949,   ,  Wanganui,-39.926765,175.023077,  Otiwhiti Station Land Based Training Limited,"  1735,"
  CC50993,  Conifer Grove,  Takanini,-37.042793,174.913672,  New Beginnings Church of the Nazarene,"  0,"
  CC49161,  Hobsonville,  Auckland,-36.799605,174.648326,  Signals Pipes and Drums Incorporated,"  5811,"
  CC49399,  Timberlea,  Upper Hutt,-41.133517,175.041802,  Victory Life Ministries International,"  0,"
  CC49104,  null,  Waimate,failed,failed,  Milton Woollen Mill Museum Trust,"  68261,"
  CC48810,  Mount Eden,  Auckland,-36.878716,174.763564,  HIHI TRUST for the Arts and Creative Industries,"  170829,"
  CC49767,  null,  Ngaruawahia,failed,failed,  Mountain View Community Trust,"  446376,"
  CC49792,  Beach Haven,  Auckland,-36.791673,174.68797,  North Shore Branch of the NZ Society of Genealogists,"  20198,"
  CC48936,   ,  Havelock North,-39.67038,176.886256,  Sassins Kitty Rescue Trust,"  1433991,"
  CC49249,  null,  Tauranga,failed,failed,  Slave Free Seas,"  0,"
  CC48752,  Orakei,  Auckland,-36.858044,174.815568,  Whai Maia Charitable Trust 1,"  600,"
  CC48753,  Orakei,  Auckland,-36.858044,174.815568,  Whai Maia Charitable Trust 2,"  0,"
  CC49061,  Randwick Park,  Auckland,-36.905451,174.672404,  Manurewa Bread of Life (AOG),"  623,"
  CC49060,  Bryndwr,  Christchurch,-43.50117,172.594351,  Bryndwr Community Garden Incorporated,"  6866,"
  CC50559,   ,  Manukau ,-36.99997,174.884971,  Heaven on Earth Church of the Nazarene,"  79563,"
  CC49340,  Saint Albans,  Christchurch,-43.517144,172.630162,  Resonance Ensemble NZ Trust,"  0,"
  CC49163,   ,  Masterton,-40.949915,175.641029,  Robert Algie Memorial Sports Trust,"  489,"
  CC49346,  Forrest Hill,  Auckland,-36.76839,174.749048,  Mizpah Trust,"  1379,"
  CC49188,  Papatoetoe,  Auckland,-36.987276,174.845568,  'NAAD' CHARITABLE TRUST (NZ),"  277,"
  CC49425,   ,  Wakefield,-41.405415,173.046746,  JSM Help,"  502,"
  CC50192,   ,  Tauranga,-37.671696,176.139348,  Social Sector Innovation WBOP Charitable Trust,"  464,"
  CC48902,  Hutt Central,  Lower Hutt,-41.213341,174.92975,  Estate of Derrick James Osborne,"  410,"
  CC48935,  Hutt Central,  Lower Hutt,-41.213341,174.92975,  The John Dixon Elliott and Dorothy Hoole Elliott Charitable Trust,"  3000,"
  CC49117,  Karori,  Wellington,-41.285107,174.745902,  Wellington Korean Church Trust Board,"  292,"
  CC49432,  Parkvale,  Tauranga,-37.724168,176.1446,  Ngati Wakaiti / Ngati Ruahine Charitable Trust,"  517,"
  CC49266,   ,  Leeston,-43.758747,172.29948,  Ellesmere Community Vehicle Trust Board,"  274,"
  CC48939,   ,  Whakatane,-37.958777,176.978597,  Eastern Bay of Plenty (CEC) Trust,"  912,"
  CC49065,  Dunedin Central,  Dunedin,-45.876379,170.50428,  Dunedin Curtain Bank Trust,"  0,"
  CC48937,   ,  Hamilton,-37.771428,175.266497,  Zimbabwe Rural Schools Library Trust,"  2341,"
  CC49365,  null,  Rolleston,failed,failed,  Rolleston Ellesmere Area Link (REAL) Trust,"  46872,"
  CC49027,  Long Bay ,  Auckland,-36.680954,174.734523,  Without Walls Trust Board,"  200,"
  CC49303,  null,  Dannevirke,failed,failed,  Tararua Hauora Services Charitable Trust,"  1314,"
  CC48916,  Saint Albans,  Christchurch,-43.517144,172.630162,  Christchurch Transitional Architecture Trust,"  0,"
  CC49151,   ,  Gisborne,-38.340244,178.197526,  Takitimu Marae Waituhi,"  919618,"
  CC48841,   ,  Greytown,-41.078732,175.462196,  Papawai Pa Trust,"  664,"
  CC48904,  Favona,  Auckland,-36.953449,174.806211,  Across Ministries,"  30625,"
  CC48884,   ,  Rotorua,-38.145007,176.223432,  Roots of Empathy Rotorua Charitable Trust,"  7080,"
  CC48891,  Levels Valley,  Timaru,-44.308959,171.092679,  Aorangi Park Association Incorporated,"  313481,"
  CC49039,   ,  Ashburton,-43.890575,171.740947,  Romanian Pentecostal Church Philadelphia,"  7370,"
  CC49550,  Otahuhu,  Auckland,-36.939606,174.846996,  New Zealand Retreat (Auckland) Limited,"  0,"
  CC48954,   ,  Nelson,-41.275126,173.26119,  New Zealand Combined Choir & Orchestra Trust,"  100595,"
